Switches:
Stage ID: 00
  01  from    STOLENSISTER  in sea/Stage (Event)
  E2  from         c_kiiro  in Cave10/Room7
  E2  from         c_kiiro  in Cave10/Room7
  E2  from         c_kiiro  in Cave10/Room7
  E2  from         c_kiiro  in Cave10/Room7
  E2  from         c_kiiro  in Cave10/Room7
  E2  from         c_kiiro  in Cave10/Room7
  E2  from         c_kiiro  in Cave10/Room7
  E2  from         c_kiiro  in Cave10/Room7
  E2  from         c_kiiro  in Cave10/Room7
  E2  from          SW_C00  in Cave10/Room7
Room Cave10/Room8
  E0  from           wiz_r  in Cave10/Room8
  E0  from           wiz_r  in Cave10/Room8
  E0  from           wiz_r  in Cave10/Room8
  E0  from           wiz_r  in Cave10/Room8
  E0  from           wiz_r  in Cave10/Room8
  E0  from         MhmrSW0  in Cave10/Room8
Room Cave10/Room10
  E0  from          Rdead1  in Cave10/Room10
  E0  from          Rdead1  in Cave10/Room10
  E0  from          Rdead1  in Cave10/Room10
Room Cave10/Room17
  E0  from          CmTrap  in Cave10/Room17
  E0  from          CmTrap  in Cave10/Room17
  E0  from          ALLdie  in Cave10/Room17
  E0  from          CmTrap  in Cave10/Room17
  E0  from          CmTrap  in Cave10/Room17
  E0  from          CmTrap  in Cave10/Room17
  E0  from          CmTrap  in Cave10/Room17
Room Cave11/Room0
  E0  from          SW_C00  in Cave11/Room0
  E0  from          SW_C00  in Cave11/Room0
  E0  from          SW_C00  in Cave11/Room0
  E0  from          SW_C00  in Cave11/Room0
  E0  from          SW_C00  in Cave11/Room0
  E0  from          SW_C00  in Cave11/Room0
  E0  from          SW_C00  in Cave11/Room0
  E0  from          SW_C00  in Cave11/Room0
  E0  from          SW_C00  in Cave11/Room0
Room ITest63/Room0
  E0  from          SW_C00  in ITest63/Room0
  E0  from          SW_C00  in ITest63/Room0
  E0  from          SW_C00  in ITest63/Room0
Room SubD42/Room0
  E0  from          SW_C00  in SubD42/Room0
  E0  from          SW_C00  in SubD42/Room0
  E0  from          SW_C00  in SubD42/Room0
  E0  from          SW_C00  in SubD42/Room0
  E0  from          SW_C00  in SubD42/Room0
  E0  from          SW_C00  in SubD42/Room0
  E0  from          SW_C00  in SubD42/Room0
  E0  from          SW_C00  in SubD42/Room0
  E1  from         AND_SW2  in SubD42/Room0
  E1  from         bonbori  in SubD42/Room0
  E2  from         AND_SW2  in SubD42/Room0
  E2  from         bonbori  in SubD42/Room0
  E3  from         AND_SW2  in SubD42/Room0
  E3  from         bonbori  in SubD42/Room0
  E4  from         AND_SW2  in SubD42/Room0
  E4  from         bonbori  in SubD42/Room0
  E5  from         AND_SW2  in SubD42/Room0
  E5  from         bonbori  in SubD42/Room0
  E6  from         AND_SW2  in SubD42/Room0
  E6  from         bonbori  in SubD42/Room0
Room SubD71/Room0
  E0  from          SW_C00  in SubD71/Room0
  E0  from          SW_C00  in SubD71/Room0
  E0  from          SW_C00  in SubD71/Room0
  E1  from         AND_SW0  in SubD71/Room0
  E1  from         SW_HIT0  in SubD71/Room0
  E1  from            Puti  in SubD71/Room0
  E1  from            Puti  in SubD71/Room0
  E2  from         AND_SW0  in SubD71/Room0
  E2  from         SW_HIT0  in SubD71/Room0
  E2  from            Puti  in SubD71/Room0
  E2  from            Puti  in SubD71/Room0
  E3  from         AND_SW0  in SubD71/Room0
  E3  from            Puti  in SubD71/Room0
  E3  from         SW_HIT0  in SubD71/Room0
  E3  from            Puti  in SubD71/Room0
Room SubD71/Room1
  E0  from          ALLdie  in SubD71/Room1
  E0  from          Mhsg4h  in SubD71/Room1
  E0  from         AND_SW2  in SubD71/Room1
  E0  from         AND_SW2  in SubD71/Room1
  E1  from            Stal  in SubD71/Room1/Layer8
  E1  from         MKanok2  in SubD71/Room1/Layer8
  E2  from            Stal  in SubD71/Room1/Layer8
  E2  from         MKanok2  in SubD71/Room1/Layer8
  E3  from            Stal  in SubD71/Room1/Layer8
  E3  from         MKanok2  in SubD71/Room1/Layer8
  E4  from            Stal  in SubD71/Room1/Layer8
  E4  from         MKanok2  in SubD71/Room1/Layer8
  EB  from           wiz_r  in SubD71/Room1
  EB  from          SW_C00  in SubD71/Room1
  EB  from         ky_tag0  in SubD71/Room1
  EB  from         AND_SW2  in SubD71/Room1/Layer8
  EC  from         AND_SW2  in SubD71/Room1/Layer8
  EC  from         AND_SW2  in SubD71/Room1/Layer8
  ED  from         AND_SW2  in SubD71/Room1/Layer8
  ED  from         AND_SW2  in SubD71/Room1/Layer8
  EE  from            Stal  in SubD71/Room1/Layer8
  EE  from         AND_SW2  in SubD71/Room1/Layer8
  EE  from         AND_SW2  in SubD71/Room1/Layer8
  EF  from            Stal  in SubD71/Room1/Layer8
  EF  from         AND_SW2  in SubD71/Room1/Layer8
Room SubD71/Room2
  E0  from          ALLdie  in SubD71/Room2
  E0  from          Mhsg4h  in SubD71/Room2
  E0  from         AND_SW2  in SubD71/Room2
  E0  from         AND_SW2  in SubD71/Room2
  E1  from          Rdead1  in SubD71/Room2/Layer8
  E1  from         MKanok2  in SubD71/Room2/Layer8
  E1  from            Stal  in SubD71/Room2/Layer8
  E1  from         MKanok2  in SubD71/Room2/Layer8
  E2  from          Rdead1  in SubD71/Room2/Layer8
  E2  from         MKanok2  in SubD71/Room2/Layer8
  E2  from            Stal  in SubD71/Room2/Layer8
  E2  from         MKanok2  in SubD71/Room2/Layer8
  E3  from            Stal  in SubD71/Room2/Layer8
  E3  from         MKanok2  in SubD71/Room2/Layer8
  E4  from            Stal  in SubD71/Room2/Layer8
  E4  from         MKanok2  in SubD71/Room2/Layer8
  EB  from           wiz_r  in SubD71/Room2
  EB  from          SW_C00  in SubD71/Room2
  EB  from         ky_tag0  in SubD71/Room2
  EB  from         MKanok2  in SubD71/Room2/Layer8
  EB  from         MKanok2  in SubD71/Room2/Layer8
  EB  from         AND_SW2  in SubD71/Room2/Layer8
  EC  from         AND_SW2  in SubD71/Room2/Layer8
  EC  from         AND_SW2  in SubD71/Room2/Layer8
  ED  from         AND_SW2  in SubD71/Room2/Layer8
  ED  from         AND_SW2  in SubD71/Room2/Layer8
  EE  from            Stal  in SubD71/Room2
  EE  from         AND_SW2  in SubD71/Room2/Layer8
  EE  from         AND_SW2  in SubD71/Room2/Layer8
  EF  from            Stal  in SubD71/Room2
  EF  from         AND_SW2  in SubD71/Room2/Layer8
Stage ID: 0E
  01  from          c_blue  in sea/Room3
  02  from          c_blue  in sea/Room5
  03  from          c_blue  in sea/Room5
  04  from          c_blue  in sea/Room7
  05  from          c_blue  in sea/Room9
  06  from          c_blue  in sea/Room10
  07  from          c_blue  in sea/Room12
  08  from          c_blue  in sea/Room15
  09  from          c_blue  in sea/Room16
  0A  from          c_blue  in sea/Room17
  0B  from          c_blue  in sea/Room19
  0C  from          c_blue  in sea/Room28
  0D  from          c_blue  in sea/Room29
  0E  from          c_blue  in sea/Room31
  0F  from          c_blue  in sea/Room35
  10  from          c_blue  in sea/Room36
  11  from          c_blue  in sea/Room39
  12  from          c_blue  in sea/Room42
  13  from          c_blue  in sea/Room43
  14  from          c_blue  in sea/Room47
  15  from          c_blue  in sea/Room48
  16  from          c_blue  in sea/Room38
  17  from          c_blue  in sea/Room2
